0,0
1,1114
2,1415
3,1842
4,611
5,2326
6,1261
7,451
8,825
9,488
10,615
11,335
12,391
13,425
14,338
15,105
16,507
17,241
18,212
19,689
20,399
21,286
22,279
23,317
24,125
25,315
26,613
27,730
28,729
29,298
30,341
31,292
32,267
33,97
34,50
35,195
36,76
37,211
38,96
39,15
40,19
41,12
42,24
43,20
44,2
45,1
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
